QueryText,Sector
INFORMATION REGARDING VARIETY OF BARSEEM ?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
"INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?
FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP,PLS APPLY 10 KG CARTAP HYDROCHLORIDE(PADAN) OR 4KG CHLORANTRANILIPROLE(FERTERRA) PER ACRE.???? @ 8 -10  ???? ?? ???? ????? ??? ???? ??? .",AGRICULTURE
INFORMATION REGARDING FOR THE DEFICIENCY OF IRON  IN PADDY ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING WEATHER ?,AGRICULTURE
INFORMATION REGARDING THE CONTACT NO. OF KVK AMRITSAR ?,AGRICULTURE
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING TO WEATHER ?,AGRICULTURE
CONTROL FOR SHEATH BLIGHT?,AGRICULTURE
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
Information regarding the spry against bunt of rice?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
"INFORMATION REGARDING GROWTH OF RICE ?
SPRAY 1 KG N  P  K  00. 00.  50. MIX IN 100 LITER WATER /ACER",AGRICULTURE
"INFORMATION REGARDING WEATHER?
WEATHER IS CLOUDY AND SOME CHANCES OF RAINFALL TODAY .
?????? ???? ??? ??????? ??? ???? ????? ????? ??  ??????? ?? I",AGRICULTURE
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING WEATHER ?,AGRICULTURE
How to control fungal diseases in paddy crop ?,AGRICULTURE
INFORMATION REGARDING FOR THE SEED RATE OF RADISH(MOOLI) PER ACRE?,HORTICULTURE
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE
"INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?
SPRAY 400ML,HEXACONAZOLE IN 150LTR OF WATER /ACRE .",AGRICULTURE
information regarding weather ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF SHEATH BLIGHT IN PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE
information regarding weather ?,AGRICULTURE
"INFORMATION REGARDING WEATHER?
WEATHER IS CLOUDY AND SOME CHANCES OF RAINFALL TODAY .
?????? ???? ??? ??????? ??? ???? ????? ????? ??  ??????? ?? I",AGRICULTURE
"whitefly control in gwar,moong,and other crop",AGRICULTURE
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN PADDY ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF BLAST IN PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
information regarding about weather condition ?,AGRICULTURE
information regarding to controlof SEATHBLIGHT in rice?,AGRICULTURE
INFORMATION REGARDING KISAN MELA PAU?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE
information regarding about weather condition ?,AGRICULTURE
information regarding about weather condition ?,AGRICULTURE
INFORMATION REGARDING MARKET RATE OF PADDY ?,AGRICULTURE
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE
Information regarding to weather ?,AGRICULTURE
Information regarding to weather ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather ?,AGRICULTURE
INFORMATION REGARDING FOR THE SOLUTION OF IRON DEFICIENCY IN PADDY(JHONA) NURSERY?,AGRICULTURE
INFORMATION REGARDING FOR THE SOLUTION OF IRON DEFICIENCY IN PADDY(JHONA) NURSERY?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING OF WEATHER ?,AGRICULTURE
Information regarding to weather ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
Information regarding to weather ?,AGRICULTURE
information regarding weather ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding fertilizer dose in paddy,AGRICULTURE
information regarding weather?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
information regarding weather ?,AGRICULTURE
Information regarding how to control Iron Deficiency in Paddy ?,AGRICULTURE
information regarding weather ?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING OF WEATHER ?,AGRICULTURE
Information regarding how to control Iron Deficiency in Paddy ?,AGRICULTURE
information regarding control of stem borer and leaf folder in paddy ?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING OF WEATHER ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING TO WEATHER,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
information regarding foot rot in paddy?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING TO WEATHER,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER,AGRICULTURE
"Information regarding how to control Iron Deficiency in Paddy nursery?
To control Iron Deficiency in paddy nursery spray 5 gm. Ferrous Sulphate in per lt. of water.
???? ?? ????? ?? ???? ?? ??? ??? ???? ??? ?? ???? 5 ????? ???? ????? ??? ???? ???? ?? ???? ??? 

Information regarding how to control weeds in transplanted  paddy nursery?
Apply 1200 ml. Butachlor 50EC or 600 ml. Rifit 50EC or 60 ml. Sathi 10WP or 45 gm. Topstar 80WP may be mixed with 60 kg. of sand/acre and broadcast uniformly in 4-5 cm deep standing water 2-3 days after transplanting. 
????  ???? ????? ?? ?????? ?? 1200 ml ???????? 50EC ?? 60 ml ????? 50 EC ?? 60 ml ???? 10 WP ?? 45 ????? ??????? 80 WP ??? ????? ? ???? ???? ??? ???? ???? ????? ??? ?? 

Information regarding how to control Iron Deficiency in Paddy ?",AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
Information regarding how to control Iron and zinc Deficiency in Paddy,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF TERMITE IN SUGARCANE CROP?,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
Information regarding total fertilizers dose in Paddy?,AGRICULTURE
INFORMATION REGARDING TO WEATHER,AGRICULTURE
INFORMATION REGARDING TO WEATHER,AGRICULTURE
information regarding to weather ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING TO WEATHER FORECASTS ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING TO WEATHER,AGRICULTURE
information regarding weather?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
information regarding sheath blight in paddy ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER FORECASTS ?,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
information regarding weather?,AGRICULTURE
INFORMATION RAGARDING TO WEATHER,AGRICULTURE
INFORMATION REGARDING FOR WEATHER FORECASTS ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
information regarding weather ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING OF WEATHER ?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER FORECASTS ?,AGRICULTURE
Information regarding how to control Iron Deficiency in Paddy ?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
information regarding weather ?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
"INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?
.",AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER FORECASTS ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
information regarding control of stem borer and leaf folder in paddy ?,AGRICULTURE
INFORMATION REGARDING OF WEATHER CONDITION?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING TO WEATHER FORECASTS ?,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
"INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?
.",AGRICULTURE
"INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?
.",AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
"NFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?
..
..",AGRICULTURE
information regarding fertilizer dose in paddy,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
"INFORMATION TO WEATHER ?
.",AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER FORECASTS ?,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER FORECASTS ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
information regarding weather ?,AGRICULTURE
INFORMATION REGARDING THE WEATHER CONDITION ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
information regarding weather?,AGRICULTURE
information regarding weather?,AGRICULTURE
information regarding for control of brown leaf spot in paddy ?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER FORECASTS ?,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
information regarding stem borer in paddy ?,AGRICULTURE
"information regarding weather?
.",AGRICULTURE
INFORMATION REGARDING OF WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING OF WEATHER CONDITION?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING OF WEATHER CONDITION?,AGRICULTURE
information regarding to proper  growth of rice crop,AGRICULTURE
information regarding weather ?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
INFORMATION REGARDING THE WEATHER CONDITION ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING THE WEATHER CONDITION ?,AGRICULTURE
INFORMATION REGARDING THE WEATHER CONDITION ?,AGRICULTURE
INFORMATION REGARDING THE WEATHER CONDITION ?,AGRICULTURE
information regarding weather?,AGRICULTURE
NFORMATION REGARDING OF WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING TO WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER FORECASTS ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER FORECASTS ?,AGRICULTURE
THE FERT. DOSE AT THE TIME OF PADDY(JHONA) TRANSPLANTING-,AGRICULTURE
INFORMATION REGARDING THE WEATHER FORECAST ?,AGRICULTURE
INFORMATION REGARDING THE WEATHER FORECAST ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING OF WEATHER CONDITION?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING THE WEATHER FORECAST ?,AGRICULTURE
INFORMATION REGARDING THE WEATHER FORECAST ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding sheath blight in paddy ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING THE WEATHER CONDITION ?,AGRICULTURE
zinc deficiency in paddy ?,AGRICULTURE
INFORMATION REGARDING TO CONTROL ROOT ROT IN PADDY?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION USE SPRY TO N.P.K IN CROP ?,AGRICULTURE
information regarding to control stem borer in paddy ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION USE TO N.P.K IN CHILLIES ?,HORTICULTURE
information regarding weather forecasting?,AGRICULTURE
"INFORMATION REGARDING THE WEATHER CONDITION?
 .",AGRICULTURE
INFORMATION REGARDING THE WEATHER ?,AGRICULTURE
INFORMATION REGARDING THE WEATHER ?,AGRICULTURE
INFORMATION REGARDING FOR THE DIFFERENCE BETWEEN LINE TO LINE & PLANT TO PLANT IN CAULIFLOWER(PHULGOBHI) AT THE TIME OF TRANSPLANTING?,HORTICULTURE
information regarding zinc deficiency in rice?,AGRICULTURE
information regarding control of stem borer and leaf folder in paddy ?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
INFORMATION REGARDING THE WEATHER ?,AGRICULTURE
information regarding to control stem borer in paddy ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
information regarding weather ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING TO WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING FOR WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER FORECASTS ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding to control stem borer in paddy ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING FOR THE SOLUTION OF IRON DEFICIENCY IN PADDY(JHONA) NURSERY?,AGRICULTURE
information regarding fertilizer dose in paddy,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
information regarding weather?,AGRICULTURE
information regarding to weather ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather ?,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
information regarding to weather ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING TO WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING TO WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING TO WEATHER FORECASTS ?,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
information regarding to weather ?,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
zinc deficiency in paddy ?,AGRICULTURE
information regarding to weather ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER ?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
"information regarding weather condition?	
           	
.",AGRICULTURE
information regarding weather?,AGRICULTURE
information to doping flowers ?,HORTICULTURE
Information regarding total fertilizers dose in Paddy?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
information regarding weather?,AGRICULTURE
information regarding weather?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION RECORDING USE TO N.P.K IN CROPS ?,AGRICULTURE
information regarding weather?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING TO WEATHER ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
information regarding stem borer or leaf folder in paddy ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER ?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
information regarding control of stem borer and leaf folder in paddy ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
CONTROL OF VOLUNTEER PLANTS IN PADDY?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
asking about weather forecasting today?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
asking about weather forecasting today?,AGRICULTURE
information regarding weather?,AGRICULTURE
information regarding weather?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding for the stem rot in paddy ?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING THE WEATHER ?,AGRICULTURE
INFORMATION REGARDING THE WEATHER ?,AGRICULTURE
INFORMATION REGARDING THE WEATHER ?,AGRICULTURE
information regarding weather?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE
information regarding weather ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE
zinc deficiency in paddy ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING THE WEATHER ?,AGRICULTURE
INFORMATION REGARDING CONTROL OF WHITE FLY ON COTTON ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING THE WEATHER ?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
information regarding control of neck blast in paddy ?,AGRICULTURE
information regarding for control of brown leaf spot in paddy ?,AGRICULTURE
information regarding sheath blight in paddy ?,AGRICULTURE
information regarding foot rot in paddy?,AGRICULTURE
Information regarding how to control Iron Deficiency in Paddy ?,AGRICULTURE
information regarding control of whitebacked plant hopper or brown plant hopper in paddy ?,AGRICULTURE
information regarding control of whitebacked plant hopper or brown plant hopper in paddy ?,AGRICULTURE
information regarding control of grasshopper in paddy ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING THE WEATHER ?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
nformation regarding the phosphorus defeciency in Cotton?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
ddy ?,AGRICULTURE
information regarding weather FORECASTS ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
"INFORMATION REGARDING WEATHER FORECASTING ?
WEATHER IS CLOUDY AND CHANCES OF RAINFALL TODAY .",AGRICULTURE
INFORMATION REGARDING TO WEATHER ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING TO WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING?,AGRICULTURE
INFORMATION REGARDING TO WEATHER CONDITION?,AGRICULTURE
formation regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTING?,AGRICULTURE
formation regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING TO WEATHER CONDITION?,AGRICULTURE
formation regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING CONTROL SUNDI IN RICE CROPS ?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
INFORMATION REGARDING TO PLANT PROTECTION,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION TO WEATHER ?,AGRICULTURE
information regarding weather ?,AGRICULTURE
information regarding control dropping of fruit and leaf?,AGRICULTURE
information regarding weather conditions ?,AGRICULTURE
information regarding weather conditions ?,AGRICULTURE
INFORMATION REGARDING FOR THE SOLUTION OF IRON DEFICIENCY IN PADDY(JHONA) NURSERY?,AGRICULTURE
INFORMATION REGARDING TO WEATHER ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE
IInformation regarding weather condition today,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION TO WEATHER ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING FOR THE CONTROL  OF WHITE BACKED PLANT HOPPER(W.P.H.) & BROWN PLANT HOPPER(B.P.H.) IN PADDY(JHONA) CROP?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
information regarding sheath blight in paddy ?,AGRICULTURE
Information regarding total fertilizers dose in Paddy?,AGRICULTURE
information regarding weather?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
information regarding weather conditions ?,AGRICULTURE
INFORMATION RECORDING USE TO N.P.K IN CROPS ?,AGRICULTURE
"information regarding weather conditions ?
.",AGRICULTURE
information regarding weather conditions ?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING WEATHER FORECASTS ?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
information regarding foot rot in paddy?,AGRICULTURE
information regarding foot rot in paddy?,AGRICULTURE
IInformation regarding weather condition today,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
INFORMATION REGARDING WEATHER?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING  WEATHER FORECASTING?,AGRICULTURE
information regarding to weather ?,AGRICULTURE
INFORMATION REGARDING TO WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING TO WEATHER CONDITION?,AGRICULTURE
INFORMATION REGARDING TO WEATHER ?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
INFORMATION REGARDING  WEATHER FORECASTING?,AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
INFORMATION REGARDING OF WEATHER?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
INFION REGARDING CONTROL OF LEAF FOLDER IN RICE,AGRICULTURE
